Wavelength (nm) - Plot 0	Amplitude (cts) - Plot 0	
766.613	1046	
766.642	1038	
766.67	1038	
766.698	1038	
766.726	1042	
766.754	1036	
766.783	1046	
766.811	1052	
766.839	1038	
766.867	1044	
766.896	1036	
766.924	1042	
766.952	1048	
766.98	1044	
767.008	1044	
767.037	1038	
767.065	1040	
767.093	1044	
767.121	1038	
767.149	1038	
767.178	1032	
767.206	1040	
767.234	1034	
767.262	1032	
767.291	1030	
767.319	1034	
767.347	1040	
767.375	1028	
767.403	1028	
767.431	1028	
767.46	1024	
767.488	1032	
767.516	1030	
767.544	1030	
767.572	1030	
767.601	1028	
767.629	1030	
767.657	1024	
767.685	1030	
767.713	1028	
767.742	1032	
767.77	1026	
767.798	1030	
767.826	1026	
767.854	1024	
767.882	1024	
767.911	1028	
767.939	1026	
767.967	1026	
767.995	1024	
768.023	1018	
768.051	1028	
768.08	1026	
768.108	1024	
768.136	1024	
768.164	1022	
768.192	1028	
768.22	1022	
768.249	1024	
768.277	1026	
768.305	1028	
768.333	1020	
768.361	1024	
768.389	1028	
768.417	1022	
768.446	1022	
768.474	1024	
768.502	1024	
768.53	1014	
768.558	1024	
768.586	1018	
768.614	1020	
768.643	1022	
768.671	1018	
768.699	1018	
768.727	1018	
768.755	1020	
768.783	1014	
768.811	1022	
768.84	1022	
768.868	1020	
768.896	1014	
768.924	1022	
768.952	1018	
768.98	1018	
769.008	1018	
769.036	1018	
769.065	1016	
769.093	1022	
769.121	1026	
769.149	1020	
769.177	1018	
769.205	1020	
769.233	1018	
769.261	1016	
769.289	1020	
769.318	1018	
769.346	1018	
769.374	1022	
769.402	1018	
769.43	1018	
769.458	1008	
769.486	1012	
769.514	1026	
769.542	1022	
769.57	1018	
769.599	1016	
769.627	1020	
769.655	1018	
769.683	1022	
769.711	1020	
769.739	1016	
769.767	1018	
769.795	1016	
769.823	1018	
769.851	1016	
769.879	1016	
769.908	1012	
769.936	1016	
769.964	1018	
769.992	1016	
770.02	1014	
770.048	1012	
770.076	1014	
770.104	1018	
770.132	1008	
770.16	1018	
770.188	1018	
770.216	1022	
770.244	1024	
770.272	1010	
770.301	1012	
770.329	1014	
770.357	1020	
770.385	1012	
770.413	1016	
770.441	1012	
770.469	1012	
770.497	1016	
770.525	1018	
770.553	1022	
770.581	1016	
770.609	1014	
770.637	1012	
770.665	1018	
770.693	1008	
770.721	1014	
770.749	1018	
770.777	1020	
770.805	1016	
770.833	1018	
770.861	1010	
770.89	1016	
770.918	1014	
770.946	1018	
770.974	1014	
771.002	1014	
771.03	1014	
771.058	1018	
771.086	1018	
771.114	1018	
771.142	1016	
771.17	1016	
771.198	1020	
771.226	1020	
771.254	1016	
771.282	1018	
771.31	1012	
771.338	1018	
771.366	1012	
771.394	1014	
771.422	1018	
771.45	1014	
771.478	1016	
771.506	1014	
771.534	1018	
771.562	1010	
771.59	1020	
771.618	1016	
771.646	1020	
771.674	1016	
771.702	1022	
771.73	1012	
771.758	1016	
771.786	1018	
771.814	1020	
771.842	1024	
771.87	1018	
771.898	1016	
771.926	1012	
771.954	1022	
771.982	1014	
772.01	1018	
772.038	1016	
772.066	1020	
772.094	1020	
772.122	1016	
772.15	1018	
772.178	1020	
772.206	1014	
772.234	1016	
772.262	1018	
772.29	1014	
772.318	1014	
772.346	1018	
772.374	1020	
772.402	1014	
772.43	1018	
772.457	1008	
772.485	1016	
772.513	1018	
772.541	1016	
772.569	1016	
772.597	1018	
772.625	1010	
772.653	1018	
772.681	1018	
772.709	1014	
772.737	1016	
772.765	1014	
772.793	1018	
772.821	1014	
772.849	1018	
772.877	1018	
772.905	1020	
772.933	1016	
772.961	1012	
772.989	1014	
773.016	1018	
773.044	1010	
773.072	1012	
773.1	1016	
773.128	1014	
773.156	1010	
773.184	1014	
773.212	1010	
773.24	1016	
773.268	1018	
773.296	1014	
773.324	1014	
773.352	1008	
773.38	1008	
773.407	1014	
773.435	1020	
773.463	1014	
773.491	1008	
773.519	1014	
773.547	1016	
773.575	1016	
773.603	1012	
773.631	1018	
773.659	1018	
773.687	1006	
773.714	1010	
773.742	1008	
773.77	1014	
773.798	1016	
773.826	1018	
773.854	1014	
773.882	1016	
773.91	1014	
773.938	1014	
773.966	1016	
773.993	1010	
774.021	1008	
774.049	1012	
774.077	1010	
774.105	1012	
774.133	1010	
774.161	1008	
774.189	1014	
774.217	1012	
774.244	1006	
774.272	1008	
774.3	1012	
774.328	1018	
774.356	1012	
774.384	1014	
774.412	1014	
774.44	1012	
774.467	1010	
774.495	1016	
774.523	1010	
774.551	1010	
774.579	1010	
774.607	1012	
774.635	1018	
774.662	1014	
774.69	1014	
774.718	1010	
774.746	1012	
774.774	1014	
774.802	1010	
774.83	1006	
774.857	1016	
774.885	1008	
774.913	1008	
774.941	1010	
774.969	1014	
774.997	1008	
775.025	1010	
775.052	1016	
775.08	1012	
775.108	1016	
775.136	1006	
775.164	1008	
775.192	1010	
775.219	1012	
775.247	1016	
775.275	1008	
775.303	1006	
775.331	1014	
775.359	1016	
775.386	1008	
775.414	1010	
775.442	1012	
775.47	1016	
775.498	1006	
775.526	1008	
775.553	1010	
775.581	1014	
775.609	1010	
